video,precision,recall,f1
Robbery102_x264.mp4,0.9505813953488372,0.4608879492600423,0.6207878500237304
VIRAT_S_000001_resized.mp4_0.1,0.7982942430703625,0.1087360594795539,0.19140125760441695
Stealing101_x264.mp4_0.0,0.9804469273743017,0.18660287081339713,0.31353282715497993
Stealing112_x264.mp4_1.7000000000000002,0.9761410788381742,0.46469135802469136,0.6296420207427234
Robbery106_x264.mp4,1.0,0.12239347234814144,0.21809369951534732
Stealing036_x264.mp4,0.9496437054631829,0.8661178509532063,0.9059596646272376
Stealing108_x264.mp4,1.0,0.04084720121028744,0.07848837209302326
VIRAT_S_000207_02_000498_000530_resized.mp4,0.6190476190476191,0.014492753623188406,0.028322440087145975
Stealing107_x264.mp4,0.9952885747938751,0.19358533791523483,0.32412734944380517
Robbery004_x264.mp4,0.9896907216494846,0.15763546798029557,0.2719546742209632
Robbery096_x264.mp4_88.5,0.12385321100917432,0.43548387096774194,0.19285714285714287
VIRAT_S_050201_05_000890_000944_resized.mp4_0.1,0.6666666666666666,0.07279029462738301,0.13125
Robbery098_x264.mp4_86.9,0.0,0.0,0.0
Robbery046_x264.mp4,0.975609756097561,0.22988505747126436,0.37209302325581395
Robbery063_x264.mp4,0.7929936305732485,0.3093167701863354,0.4450402144772118
Stealing002_x264.mp4,0.5605786618444847,0.12992455993294216,0.21095610751956448
VIRAT_S_000206_09_001714_001851_resized.mp4,1.0,0.01680231031766868,0.03304931577588433
Burglary001_x264.mp4_0.0,0.9974093264248705,0.2175141242937853,0.35714285714285715
Stealing012_x264.mp4,1.0,0.1700300558179476,0.29064220183486233
Stealing047_x264.mp4,1.0,0.1941747572815534,0.3252032520325203
Robbery013_x264.mp4,0.9247135842880524,0.500886524822695,0.649798734905118
Stealing097_x264.mp4,0.7055084745762712,0.4016887816646562,0.5119139123750961
Robbery061_x264.mp4_77.7,1.0,0.2288135593220339,0.37241379310344824
